/home/kopt/enter/envs/wsl_neuroMCTS/lib/python3.10/site-packages/pygame/pkgdata.py:25: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import resource_stream, resource_exists
pygame 2.6.1 (SDL 2.28.4, Python 3.10.19)
Hello from the pygame community. https://www.pygame.org/contribute.html
집합 상위 학습 | 반경 300 상한 1000 무배송 500 gamma 0.997 구성=무작위 드론[3, 6] 목적지[20, 80] CC무작위 인스턴스=무작위 목표유지=off 완주보상=0.0 잔여페널티=0.1 규칙관측=False 규칙정규화=2.0 막힘페널티=0.0 도달권shaping=0.0 자기회귀=True 홀드아웃상한=3000 선택=makespan
/home/kopt/drone/proposed_src/pipeline/train_v5_26_09_15_23.py:335: UserWarning: Converting a tensor with requires_grad=True to a scalar may lead to unexpected behavior.
Consider using tensor.detach() first. (Triggered internally at /pytorch/torch/csrc/autograd/generated/python_variable_methods.cpp:836.)
  writer.add_scalar("train/alpha", float(log_alpha.exp()), ep)
Ep 1 | 드론5 목적지43 |  986스텝 | 배송 43/43 | 재적재  7 | 중계율 0.11 | alpha 0.100 | complete
Ep 194 | 드론4 목적지76 | 1000스텝 | 배송 66/76 | 재적재 12 | 중계율 0.20 | alpha 1.654 | step_limit
Ep 195 | 드론5 목적지74 |  971스텝 | 배송 74/74 | 재적재 12 | 중계율 0.22 | alpha 1.647 | complete
Ep 196 | 드론6 목적지70 |  729스텝 | 배송 70/70 | 재적재 11 | 중계율 0.17 | alpha 1.689 | complete
Ep 197 | 드론4 목적지34 |  672스텝 | 배송 34/34 | 재적재  5 | 중계율 0.18 | alpha 1.738 | complete
Ep 198 | 드론3 목적지33 |  770스텝 | 배송 33/33 | 재적재  5 | 중계율 0.21 | alpha 1.734 | complete
Ep 199 | 드론6 목적지46 |  413스텝 | 배송 46/46 | 재적재  6 | 중계율 0.12 | alpha 1.738 | complete
Ep 200 | 드론6 목적지42 |  381스텝 | 배송 42/42 | 재적재  6 | 중계율 0.15 | alpha 1.729 | complete
  [홀드아웃] 배송 50.0±0.0 완주 1.00 스텝 1023 점수 106.6 재적재 8.0 2홉+ 0.64 | 최고 106.6@ep200 정체 0/15  ← 갱신
Ep 201 | 드론6 목적지51 |  433스텝 | 배송 51/51 | 재적재  7 | 중계율 0.13 | alpha 1.722 | complete
Ep 202 | 드론5 목적지32 |  823스텝 | 배송 32/32 | 재적재  5 | 중계율 0.29 | alpha 1.717 | complete
Ep 203 | 드론5 목적지30 |  459스텝 | 배송 30/30 | 재적재  4 | 중계율 0.25 | alpha 1.696 | complete
Ep 204 | 드론6 목적지73 |  698스텝 | 배송 73/73 | 재적재 12 | 중계율 0.17 | alpha 1.664 | complete
Ep 205 | 드론3 목적지44 |  783스텝 | 배송 44/44 | 재적재  8 | 중계율 0.18 | alpha 1.631 | complete
Ep 206 | 드론3 목적지26 |  639스텝 | 배송 26/26 | 재적재  4 | 중계율 0.16 | alpha 1.626 | complete
Ep 207 | 드론5 목적지40 |  439스텝 | 배송 40/40 | 재적재  7 | 중계율 0.16 | alpha 1.619 | complete
Ep 208 | 드론6 목적지35 |  337스텝 | 배송 35/35 | 재적재  6 | 중계율 0.19 | alpha 1.620 | complete
Ep 209 | 드론6 목적지75 |  715스텝 | 배송 75/75 | 재적재 12 | 중계율 0.10 | alpha 1.634 | complete
Ep 210 | 드론6 목적지56 |  669스텝 | 배송 56/56 | 재적재 10 | 중계율 0.19 | alpha 1.617 | complete
Ep 211 | 드론3 목적지26 |  537스텝 | 배송 26/26 | 재적재  5 | 중계율 0.20 | alpha 1.583 | complete
Ep 212 | 드론3 목적지58 |  942스텝 | 배송 58/58 | 재적재 11 | 중계율 0.14 | alpha 1.575 | complete
Ep 213 | 드론3 목적지44 | 1000스텝 | 배송 43/44 | 재적재  7 | 중계율 0.20 | alpha 1.597 | step_limit
Ep 214 | 드론3 목적지56 | 1000스텝 | 배송 52/56 | 재적재  9 | 중계율 0.18 | alpha 1.602 | step_limit
Ep 215 | 드론4 목적지64 |  984스텝 | 배송 64/64 | 재적재 11 | 중계율 0.18 | alpha 1.604 | complete
Ep 216 | 드론5 목적지40 |  472스텝 | 배송 40/40 | 재적재  7 | 중계율 0.18 | alpha 1.586 | complete
Ep 217 | 드론6 목적지41 |  376스텝 | 배송 41/41 | 재적재  5 | 중계율 0.10 | alpha 1.591 | complete
Ep 218 | 드론3 목적지31 |  560스텝 | 배송 31/31 | 재적재  5 | 중계율 0.17 | alpha 1.570 | complete
Ep 219 | 드론4 목적지80 | 1000스텝 | 배송 79/80 | 재적재 14 | 중계율 0.15 | alpha 1.538 | step_limit
Ep 220 | 드론4 목적지53 |  706스텝 | 배송 53/53 | 재적재  8 | 중계율 0.21 | alpha 1.540 | complete
Ep 221 | 드론6 목적지72 |  527스텝 | 배송 72/72 | 재적재 12 | 중계율 0.11 | alpha 1.548 | complete
Ep 222 | 드론3 목적지27 |  797스텝 | 배송 27/27 | 재적재  3 | 중계율 0.23 | alpha 1.541 | complete
Ep 223 | 드론6 목적지22 |  169스텝 | 배송 22/22 | 재적재  0 | 중계율 0.17 | alpha 1.549 | complete
Ep 224 | 드론4 목적지62 |  904스텝 | 배송 62/62 | 재적재 11 | 중계율 0.17 | alpha 1.542 | complete
Ep 225 | 드론5 목적지58 | 1000스텝 | 배송 56/58 | 재적재  8 | 중계율 0.17 | alpha 1.518 | step_limit
Ep 226 | 드론6 목적지37 |  386스텝 | 배송 37/37 | 재적재  4 | 중계율 0.18 | alpha 1.519 | complete
Ep 227 | 드론3 목적지49 |  967스텝 | 배송 49/49 | 재적재  9 | 중계율 0.21 | alpha 1.543 | complete
Ep 228 | 드론5 목적지72 |  825스텝 | 배송 72/72 | 재적재 13 | 중계율 0.11 | alpha 1.553 | complete
Ep 229 | 드론3 목적지77 | 1000스텝 | 배송 54/77 | 재적재  9 | 중계율 0.24 | alpha 1.556 | step_limit
Ep 230 | 드론6 목적지53 |  403스텝 | 배송 53/53 | 재적재  7 | 중계율 0.11 | alpha 1.557 | complete
Ep 231 | 드론5 목적지56 | 1000스텝 | 배송 52/56 | 재적재 10 | 중계율 0.23 | alpha 1.567 | step_limit
Ep 232 | 드론3 목적지28 | 1000스텝 | 배송 25/28 | 재적재  4 | 중계율 0.30 | alpha 1.550 | step_limit
Ep 233 | 드론5 목적지40 |  612스텝 | 배송 40/40 | 재적재  7 | 중계율 0.20 | alpha 1.547 | complete
Ep 234 | 드론5 목적지29 |  335스텝 | 배송 29/29 | 재적재  4 | 중계율 0.16 | alpha 1.555 | complete
Ep 235 | 드론6 목적지69 |  756스텝 | 배송 69/69 | 재적재 11 | 중계율 0.17 | alpha 1.586 | complete
Ep 236 | 드론4 목적지30 |  674스텝 | 배송 30/30 | 재적재  4 | 중계율 0.22 | alpha 1.593 | complete
Ep 237 | 드론5 목적지24 |  387스텝 | 배송 24/24 | 재적재  2 | 중계율 0.21 | alpha 1.598 | complete
Ep 238 | 드론5 목적지21 |  351스텝 | 배송 21/21 | 재적재  3 | 중계율 0.17 | alpha 1.591 | complete
Ep 239 | 드론5 목적지60 |  957스텝 | 배송 60/60 | 재적재 10 | 중계율 0.20 | alpha 1.597 | complete
Ep 240 | 드론6 목적지58 |  684스텝 | 배송 58/58 | 재적재 10 | 중계율 0.17 | alpha 1.602 | complete
Ep 241 | 드론3 목적지26 |  460스텝 | 배송 26/26 | 재적재  3 | 중계율 0.15 | alpha 1.607 | complete
Ep 242 | 드론4 목적지43 |  660스텝 | 배송 43/43 | 재적재  7 | 중계율 0.16 | alpha 1.622 | complete
Ep 243 | 드론5 목적지55 |  592스텝 | 배송 55/55 | 재적재  8 | 중계율 0.19 | alpha 1.636 | complete
Ep 244 | 드론6 목적지48 |  332스텝 | 배송 48/48 | 재적재  7 | 중계율 0.11 | alpha 1.626 | complete
Ep 245 | 드론6 목적지67 |  805스텝 | 배송 67/67 | 재적재 12 | 중계율 0.18 | alpha 1.600 | complete
Ep 246 | 드론4 목적지65 | 1000스텝 | 배송 63/65 | 재적재 11 | 중계율 0.20 | alpha 1.575 | step_limit
Ep 247 | 드론6 목적지49 |  416스텝 | 배송 49/49 | 재적재  6 | 중계율 0.15 | alpha 1.578 | complete
Ep 248 | 드론3 목적지41 |  971스텝 | 배송 41/41 | 재적재  7 | 중계율 0.25 | alpha 1.513 | complete
Ep 249 | 드론5 목적지26 |  221스텝 | 배송 26/26 | 재적재  3 | 중계율 0.09 | alpha 1.501 | complete
Ep 250 | 드론5 목적지43 |  509스텝 | 배송 43/43 | 재적재  6 | 중계율 0.15 | alpha 1.489 | complete
  [홀드아웃] 배송 49.9±0.5 완주 0.97 스텝 994 점수 104.2 재적재 8.2 2홉+ 0.64 | 최고 106.6@ep200 정체 1/15
Ep 251 | 드론5 목적지71 |  836스텝 | 배송 71/71 | 재적재 12 | 중계율 0.16 | alpha 1.496 | complete
Ep 252 | 드론3 목적지48 | 1000스텝 | 배송 42/48 | 재적재  8 | 중계율 0.24 | alpha 1.485 | step_limit
Ep 253 | 드론4 목적지30 |  557스텝 | 배송 30/30 | 재적재  4 | 중계율 0.15 | alpha 1.482 | complete
Ep 254 | 드론5 목적지26 |  440스텝 | 배송 26/26 | 재적재  4 | 중계율 0.21 | alpha 1.489 | complete
Ep 255 | 드론6 목적지69 |  715스텝 | 배송 69/69 | 재적재 11 | 중계율 0.11 | alpha 1.479 | complete
Ep 256 | 드론6 목적지33 |  526스텝 | 배송 33/33 | 재적재  4 | 중계율 0.24 | alpha 1.472 | complete
Ep 257 | 드론4 목적지55 | 1000스텝 | 배송 50/55 | 재적재  7 | 중계율 0.23 | alpha 1.452 | step_limit
Ep 258 | 드론5 목적지36 |  687스텝 | 배송 36/36 | 재적재  6 | 중계율 0.24 | alpha 1.476 | complete
Ep 259 | 드론4 목적지79 | 1000스텝 | 배송 74/79 | 재적재 14 | 중계율 0.17 | alpha 1.487 | step_limit
Ep 260 | 드론3 목적지41 |  881스텝 | 배송 41/41 | 재적재  7 | 중계율 0.19 | alpha 1.486 | complete
Ep 261 | 드론6 목적지21 |  213스텝 | 배송 21/21 | 재적재  0 | 중계율 0.22 | alpha 1.483 | complete
Ep 262 | 드론3 목적지43 |  771스텝 | 배송 43/43 | 재적재  7 | 중계율 0.19 | alpha 1.468 | complete
Ep 263 | 드론5 목적지21 |  325스텝 | 배송 21/21 | 재적재  1 | 중계율 0.15 | alpha 1.439 | complete
Ep 264 | 드론6 목적지50 |  579스텝 | 배송 50/50 | 재적재  7 | 중계율 0.20 | alpha 1.462 | complete
Ep 265 | 드론3 목적지35 | 1000스텝 | 배송 33/35 | 재적재  6 | 중계율 0.26 | alpha 1.464 | step_limit
Ep 266 | 드론4 목적지54 |  879스텝 | 배송 54/54 | 재적재  9 | 중계율 0.18 | alpha 1.453 | complete
Ep 267 | 드론5 목적지46 |  379스텝 | 배송 46/46 | 재적재  6 | 중계율 0.08 | alpha 1.478 | complete
Ep 268 | 드론3 목적지33 |  905스텝 | 배송 33/33 | 재적재  6 | 중계율 0.23 | alpha 1.489 | complete
Ep 269 | 드론3 목적지42 | 1000스텝 | 배송 39/42 | 재적재  7 | 중계율 0.22 | alpha 1.470 | step_limit
Ep 270 | 드론4 목적지45 |  749스텝 | 배송 45/45 | 재적재  7 | 중계율 0.22 | alpha 1.482 | complete
Ep 271 | 드론5 목적지37 |  499스텝 | 배송 37/37 | 재적재  5 | 중계율 0.14 | alpha 1.491 | complete
Ep 272 | 드론3 목적지47 |  885스텝 | 배송 47/47 | 재적재  8 | 중계율 0.20 | alpha 1.508 | complete
Ep 273 | 드론6 목적지76 |  651스텝 | 배송 76/76 | 재적재 13 | 중계율 0.13 | alpha 1.517 | complete
Ep 274 | 드론6 목적지29 |  372스텝 | 배송 29/29 | 재적재  3 | 중계율 0.20 | alpha 1.523 | complete
Ep 275 | 드론4 목적지78 | 1000스텝 | 배송 71/78 | 재적재 14 | 중계율 0.21 | alpha 1.523 | step_limit
Ep 276 | 드론5 목적지49 |  491스텝 | 배송 49/49 | 재적재  8 | 중계율 0.14 | alpha 1.542 | complete
Ep 277 | 드론3 목적지67 | 1000스텝 | 배송 56/67 | 재적재 11 | 중계율 0.20 | alpha 1.532 | step_limit
Ep 278 | 드론4 목적지30 |  518스텝 | 배송 30/30 | 재적재  5 | 중계율 0.16 | alpha 1.508 | complete
Ep 279 | 드론6 목적지44 |  406스텝 | 배송 44/44 | 재적재  6 | 중계율 0.11 | alpha 1.496 | complete
Ep 280 | 드론4 목적지32 |  705스텝 | 배송 32/32 | 재적재  5 | 중계율 0.18 | alpha 1.497 | complete
Ep 281 | 드론4 목적지36 |  631스텝 | 배송 36/36 | 재적재  5 | 중계율 0.16 | alpha 1.510 | complete
Ep 282 | 드론4 목적지56 |  583스텝 | 배송 56/56 | 재적재 10 | 중계율 0.09 | alpha 1.519 | complete
Ep 283 | 드론4 목적지75 | 1000스텝 | 배송 68/75 | 재적재 12 | 중계율 0.12 | alpha 1.555 | step_limit
Ep 284 | 드론5 목적지21 |  202스텝 | 배송 21/21 | 재적재  0 | 중계율 0.09 | alpha 1.558 | complete
Ep 285 | 드론6 목적지72 |  552스텝 | 배송 72/72 | 재적재 12 | 중계율 0.12 | alpha 1.549 | complete
Ep 286 | 드론6 목적지78 |  542스텝 | 배송 78/78 | 재적재 14 | 중계율 0.10 | alpha 1.569 | complete
Ep 287 | 드론3 목적지39 |  655스텝 | 배송 39/39 | 재적재  6 | 중계율 0.12 | alpha 1.566 | complete
Ep 288 | 드론4 목적지39 |  450스텝 | 배송 39/39 | 재적재  6 | 중계율 0.09 | alpha 1.565 | complete
Ep 289 | 드론3 목적지49 |  840스텝 | 배송 49/49 | 재적재  9 | 중계율 0.19 | alpha 1.569 | complete
Ep 290 | 드론4 목적지29 |  480스텝 | 배송 29/29 | 재적재  4 | 중계율 0.16 | alpha 1.575 | complete
Ep 291 | 드론5 목적지68 |  560스텝 | 배송 68/68 | 재적재 11 | 중계율 0.14 | alpha 1.587 | complete
Ep 292 | 드론3 목적지69 | 1000스텝 | 배송 61/69 | 재적재 11 | 중계율 0.12 | alpha 1.622 | step_limit
Ep 293 | 드론3 목적지38 |  951스텝 | 배송 38/38 | 재적재  6 | 중계율 0.16 | alpha 1.606 | complete
Ep 294 | 드론5 목적지41 |  703스텝 | 배송 41/41 | 재적재  6 | 중계율 0.19 | alpha 1.599 | complete
Ep 295 | 드론4 목적지35 |  636스텝 | 배송 35/35 | 재적재  6 | 중계율 0.23 | alpha 1.596 | complete
Ep 296 | 드론6 목적지49 |  435스텝 | 배송 49/49 | 재적재  7 | 중계율 0.13 | alpha 1.576 | complete
Ep 297 | 드론4 목적지78 | 1000스텝 | 배송 68/78 | 재적재 12 | 중계율 0.17 | alpha 1.557 | step_limit
Ep 298 | 드론4 목적지73 | 1000스텝 | 배송 65/73 | 재적재 11 | 중계율 0.15 | alpha 1.575 | step_limit
Ep 299 | 드론6 목적지75 |  594스텝 | 배송 75/75 | 재적재 13 | 중계율 0.11 | alpha 1.594 | complete
Ep 300 | 드론4 목적지39 |  685스텝 | 배송 39/39 | 재적재  6 | 중계율 0.12 | alpha 1.583 | complete
  [홀드아웃] 배송 50.0±0.2 완주 0.97 스텝 974 점수 104.3 재적재 8.3 2홉+ 0.63 | 최고 106.6@ep200 정체 2/15
Ep 301 | 드론3 목적지69 | 1000스텝 | 배송 58/69 | 재적재 10 | 중계율 0.17 | alpha 1.587 | step_limit
Ep 302 | 드론6 목적지60 |  559스텝 | 배송 60/60 | 재적재 10 | 중계율 0.13 | alpha 1.571 | complete
Ep 303 | 드론4 목적지74 | 1000스텝 | 배송 71/74 | 재적재 13 | 중계율 0.17 | alpha 1.552 | step_limit
Ep 304 | 드론4 목적지25 |  355스텝 | 배송 25/25 | 재적재  4 | 중계율 0.09 | alpha 1.554 | complete
Ep 305 | 드론3 목적지75 | 1000스텝 | 배송 55/75 | 재적재 10 | 중계율 0.20 | alpha 1.571 | step_limit
Ep 306 | 드론4 목적지29 |  474스텝 | 배송 29/29 | 재적재  4 | 중계율 0.12 | alpha 1.571 | complete
Ep 307 | 드론6 목적지29 |  312스텝 | 배송 29/29 | 재적재  4 | 중계율 0.09 | alpha 1.552 | complete
Ep 308 | 드론6 목적지35 |  285스텝 | 배송 35/35 | 재적재  4 | 중계율 0.07 | alpha 1.547 | complete
Ep 309 | 드론5 목적지37 |  600스텝 | 배송 37/37 | 재적재  5 | 중계율 0.18 | alpha 1.540 | complete
Ep 310 | 드론3 목적지74 | 1000스텝 | 배송 60/74 | 재적재 11 | 중계율 0.22 | alpha 1.555 | step_limit
Ep 311 | 드론6 목적지42 |  416스텝 | 배송 42/42 | 재적재  5 | 중계율 0.19 | alpha 1.564 | complete
Ep 312 | 드론6 목적지73 |  956스텝 | 배송 73/73 | 재적재 12 | 중계율 0.19 | alpha 1.547 | complete
Ep 313 | 드론4 목적지34 |  727스텝 | 배송 34/34 | 재적재  6 | 중계율 0.21 | alpha 1.511 | complete
Ep 314 | 드론3 목적지26 |  694스텝 | 배송 26/26 | 재적재  4 | 중계율 0.23 | alpha 1.511 | complete
Ep 315 | 드론6 목적지20 |  305스텝 | 배송 20/20 | 재적재  1 | 중계율 0.15 | alpha 1.503 | complete
Ep 316 | 드론5 목적지24 |  295스텝 | 배송 24/24 | 재적재  3 | 중계율 0.13 | alpha 1.513 | complete
Ep 317 | 드론6 목적지23 |  426스텝 | 배송 23/23 | 재적재  2 | 중계율 0.22 | alpha 1.506 | complete
Ep 318 | 드론3 목적지45 | 1000스텝 | 배송 43/45 | 재적재  7 | 중계율 0.20 | alpha 1.533 | step_limit
Ep 319 | 드론6 목적지52 |  603스텝 | 배송 52/52 | 재적재  8 | 중계율 0.15 | alpha 1.520 | complete
Ep 320 | 드론4 목적지25 |  463스텝 | 배송 25/25 | 재적재  4 | 중계율 0.14 | alpha 1.521 | complete
Ep 321 | 드론3 목적지34 |  670스텝 | 배송 34/34 | 재적재  6 | 중계율 0.16 | alpha 1.507 | complete
Ep 322 | 드론3 목적지33 | 1000스텝 | 배송 29/33 | 재적재  5 | 중계율 0.18 | alpha 1.523 | step_limit
Ep 323 | 드론3 목적지35 | 1000스텝 | 배송 34/35 | 재적재  5 | 중계율 0.26 | alpha 1.521 | step_limit
Ep 324 | 드론5 목적지70 |  558스텝 | 배송 70/70 | 재적재 11 | 중계율 0.11 | alpha 1.527 | complete
Ep 325 | 드론3 목적지43 |  992스텝 | 배송 43/43 | 재적재  7 | 중계율 0.18 | alpha 1.523 | complete
Ep 326 | 드론5 목적지42 |  673스텝 | 배송 42/42 | 재적재  6 | 중계율 0.16 | alpha 1.501 | complete
Ep 327 | 드론6 목적지62 |  529스텝 | 배송 62/62 | 재적재 10 | 중계율 0.14 | alpha 1.511 | complete
Ep 328 | 드론3 목적지53 |  837스텝 | 배송 53/53 | 재적재 10 | 중계율 0.16 | alpha 1.524 | complete
Ep 329 | 드론5 목적지31 |  622스텝 | 배송 31/31 | 재적재  3 | 중계율 0.17 | alpha 1.520 | complete
Ep 330 | 드론4 목적지65 |  830스텝 | 배송 65/65 | 재적재 11 | 중계율 0.17 | alpha 1.514 | complete
Ep 331 | 드론3 목적지25 |  628스텝 | 배송 25/25 | 재적재  3 | 중계율 0.17 | alpha 1.501 | complete
Ep 332 | 드론3 목적지79 | 1000스텝 | 배송 55/79 | 재적재  9 | 중계율 0.15 | alpha 1.487 | step_limit
Ep 333 | 드론4 목적지37 | 1000스텝 | 배송 34/37 | 재적재  6 | 중계율 0.19 | alpha 1.475 | step_limit
Ep 334 | 드론3 목적지72 | 1000스텝 | 배송 62/72 | 재적재 11 | 중계율 0.14 | alpha 1.450 | step_limit
Ep 335 | 드론4 목적지23 |  289스텝 | 배송 23/23 | 재적재  3 | 중계율 0.14 | alpha 1.440 | complete
Ep 336 | 드론4 목적지57 | 1000스텝 | 배송 55/57 | 재적재 10 | 중계율 0.21 | alpha 1.459 | step_limit
Ep 337 | 드론4 목적지76 | 1000스텝 | 배송 66/76 | 재적재 11 | 중계율 0.19 | alpha 1.457 | step_limit
Ep 338 | 드론3 목적지30 |  988스텝 | 배송 30/30 | 재적재  5 | 중계율 0.18 | alpha 1.473 | complete
Ep 339 | 드론5 목적지73 |  611스텝 | 배송 73/73 | 재적재 12 | 중계율 0.09 | alpha 1.470 | complete
Ep 340 | 드론6 목적지34 |  341스텝 | 배송 34/34 | 재적재  5 | 중계율 0.10 | alpha 1.455 | complete
Ep 341 | 드론5 목적지26 |  580스텝 | 배송 26/26 | 재적재  2 | 중계율 0.24 | alpha 1.463 | complete
Ep 342 | 드론3 목적지46 | 1000스텝 | 배송 44/46 | 재적재  7 | 중계율 0.18 | alpha 1.481 | step_limit
Ep 343 | 드론3 목적지50 | 1000스텝 | 배송 46/50 | 재적재  8 | 중계율 0.23 | alpha 1.473 | step_limit
Ep 344 | 드론5 목적지28 |  343스텝 | 배송 28/28 | 재적재  4 | 중계율 0.10 | alpha 1.468 | complete
Ep 345 | 드론5 목적지61 |  729스텝 | 배송 61/61 | 재적재 10 | 중계율 0.18 | alpha 1.447 | complete
Ep 346 | 드론3 목적지29 |  934스텝 | 배송 29/29 | 재적재  5 | 중계율 0.26 | alpha 1.461 | complete
Ep 347 | 드론3 목적지42 | 1000스텝 | 배송 36/42 | 재적재  6 | 중계율 0.22 | alpha 1.450 | step_limit
Ep 348 | 드론5 목적지53 |  386스텝 | 배송 53/53 | 재적재  8 | 중계율 0.11 | alpha 1.450 | complete
Ep 349 | 드론4 목적지62 | 1000스텝 | 배송 58/62 | 재적재 11 | 중계율 0.21 | alpha 1.482 | step_limit
Ep 350 | 드론4 목적지79 |  925스텝 | 배송 79/79 | 재적재 14 | 중계율 0.14 | alpha 1.461 | complete
  [홀드아웃] 배송 50.0±0.2 완주 0.97 스텝 1003 점수 104.2 재적재 8.3 2홉+ 0.64 | 최고 106.6@ep200 정체 3/15
Ep 351 | 드론5 목적지65 |  724스텝 | 배송 65/65 | 재적재 11 | 중계율 0.17 | alpha 1.473 | complete
Ep 352 | 드론5 목적지36 |  369스텝 | 배송 36/36 | 재적재  5 | 중계율 0.10 | alpha 1.467 | complete
Ep 353 | 드론4 목적지62 |  808스텝 | 배송 62/62 | 재적재 11 | 중계율 0.13 | alpha 1.476 | complete
Ep 354 | 드론5 목적지35 |  456스텝 | 배송 35/35 | 재적재  5 | 중계율 0.10 | alpha 1.482 | complete
Ep 355 | 드론4 목적지24 |  372스텝 | 배송 24/24 | 재적재  4 | 중계율 0.07 | alpha 1.476 | complete
Ep 356 | 드론5 목적지62 |  939스텝 | 배송 62/62 | 재적재 10 | 중계율 0.22 | alpha 1.455 | complete
Ep 357 | 드론3 목적지21 |  436스텝 | 배송 21/21 | 재적재  3 | 중계율 0.15 | alpha 1.458 | complete
Ep 358 | 드론5 목적지26 |  423스텝 | 배송 26/26 | 재적재  3 | 중계율 0.11 | alpha 1.459 | complete
Ep 359 | 드론3 목적지52 | 1000스텝 | 배송 47/52 | 재적재  8 | 중계율 0.23 | alpha 1.472 | step_limit
Ep 360 | 드론6 목적지52 |  514스텝 | 배송 52/52 | 재적재  7 | 중계율 0.17 | alpha 1.481 | complete
Ep 361 | 드론4 목적지40 |  909스텝 | 배송 40/40 | 재적재  6 | 중계율 0.17 | alpha 1.513 | complete
Ep 362 | 드론6 목적지52 |  687스텝 | 배송 52/52 | 재적재  8 | 중계율 0.17 | alpha 1.527 | complete
Ep 363 | 드론6 목적지64 |  811스텝 | 배송 64/64 | 재적재 10 | 중계율 0.20 | alpha 1.543 | complete
Ep 364 | 드론3 목적지64 | 1000스텝 | 배송 45/64 | 재적재  9 | 중계율 0.22 | alpha 1.521 | step_limit
Ep 365 | 드론5 목적지69 |  759스텝 | 배송 69/69 | 재적재 12 | 중계율 0.16 | alpha 1.499 | complete
Ep 366 | 드론6 목적지61 |  528스텝 | 배송 61/61 | 재적재 11 | 중계율 0.11 | alpha 1.492 | complete
Ep 367 | 드론4 목적지53 |  522스텝 | 배송 53/53 | 재적재  8 | 중계율 0.09 | alpha 1.486 | complete
Ep 368 | 드론6 목적지73 |  445스텝 | 배송 73/73 | 재적재 12 | 중계율 0.08 | alpha 1.478 | complete
Ep 369 | 드론5 목적지30 |  321스텝 | 배송 30/30 | 재적재  3 | 중계율 0.09 | alpha 1.489 | complete
Ep 370 | 드론3 목적지71 | 1000스텝 | 배송 65/71 | 재적재 11 | 중계율 0.14 | alpha 1.484 | step_limit
Ep 371 | 드론4 목적지54 |  933스텝 | 배송 54/54 | 재적재 10 | 중계율 0.22 | alpha 1.431 | complete
Ep 372 | 드론6 목적지80 |  582스텝 | 배송 80/80 | 재적재 13 | 중계율 0.11 | alpha 1.417 | complete
Ep 373 | 드론3 목적지41 |  864스텝 | 배송 41/41 | 재적재  8 | 중계율 0.20 | alpha 1.430 | complete
Ep 374 | 드론3 목적지67 | 1000스텝 | 배송 61/67 | 재적재 11 | 중계율 0.17 | alpha 1.473 | step_limit
Ep 375 | 드론4 목적지62 | 1000스텝 | 배송 59/62 | 재적재  9 | 중계율 0.21 | alpha 1.452 | step_limit
Ep 376 | 드론5 목적지72 |  829스텝 | 배송 72/72 | 재적재 12 | 중계율 0.17 | alpha 1.448 | complete
Ep 377 | 드론6 목적지63 |  619스텝 | 배송 63/63 | 재적재  9 | 중계율 0.16 | alpha 1.450 | complete
Ep 378 | 드론5 목적지74 |  758스텝 | 배송 74/74 | 재적재 12 | 중계율 0.12 | alpha 1.462 | complete
Ep 379 | 드론4 목적지77 | 1000스텝 | 배송 70/77 | 재적재 13 | 중계율 0.17 | alpha 1.467 | step_limit
Ep 380 | 드론4 목적지73 | 1000스텝 | 배송 71/73 | 재적재 12 | 중계율 0.12 | alpha 1.461 | step_limit
Ep 381 | 드론5 목적지20 |  259스텝 | 배송 20/20 | 재적재  2 | 중계율 0.08 | alpha 1.455 | complete
Ep 382 | 드론3 목적지75 | 1000스텝 | 배송 65/75 | 재적재 11 | 중계율 0.20 | alpha 1.459 | step_limit
Ep 383 | 드론4 목적지52 |  843스텝 | 배송 52/52 | 재적재  9 | 중계율 0.17 | alpha 1.462 | complete
Ep 384 | 드론3 목적지77 | 1000스텝 | 배송 69/77 | 재적재 12 | 중계율 0.17 | alpha 1.449 | step_limit
Ep 385 | 드론3 목적지62 | 1000스텝 | 배송 45/62 | 재적재  8 | 중계율 0.24 | alpha 1.440 | step_limit
Ep 386 | 드론4 목적지80 | 1000스텝 | 배송 58/80 | 재적재 10 | 중계율 0.27 | alpha 1.422 | step_limit
Ep 387 | 드론4 목적지31 |  485스텝 | 배송 31/31 | 재적재  5 | 중계율 0.11 | alpha 1.432 | complete
Ep 388 | 드론4 목적지33 |  593스텝 | 배송 33/33 | 재적재  6 | 중계율 0.18 | alpha 1.441 | complete
Ep 389 | 드론5 목적지72 | 1000스텝 | 배송 69/72 | 재적재 12 | 중계율 0.20 | alpha 1.426 | step_limit
Ep 390 | 드론5 목적지71 |  644스텝 | 배송 71/71 | 재적재 12 | 중계율 0.08 | alpha 1.451 | complete
Ep 391 | 드론5 목적지50 |  490스텝 | 배송 50/50 | 재적재  8 | 중계율 0.12 | alpha 1.450 | complete
Ep 392 | 드론6 목적지71 |  497스텝 | 배송 71/71 | 재적재 11 | 중계율 0.10 | alpha 1.452 | complete
Ep 393 | 드론6 목적지21 |  190스텝 | 배송 21/21 | 재적재  0 | 중계율 0.08 | alpha 1.451 | complete
Ep 394 | 드론6 목적지60 |  560스텝 | 배송 60/60 | 재적재  9 | 중계율 0.18 | alpha 1.464 | complete
